Complaint Id,Randomized Officer Id,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
200106568,4177,Substantiated (Charges),,12/28/2004,No,,,,,,No penalty
200106583,67923,Substantiated (Charges),,01/28/2003,No,,,,,,Instructions
200106684,34712,Substantiated (Charges),,02/28/2004,No,,,,,,Vacation: 10 days
200106841,15293,Substantiated (Charges),,03/28/2003,No,,,,,,
200106884,30614,Substantiated (Charges),,12/28/2003,No,,,,,,No penalty
200106892,30420,Substantiated (Command Discipline),,03/28/2003,No,,,,,,
200106899,29968,Substantiated (Charges),,11/28/2003,No,,,,,,
200106902,54169,Substantiated (Charges),,03/28/2003,No,,,,,,Command Discipline - B
200106902,79468,Substantiated (Charges),,02/28/2003,No,,,,,,Instructions
200106908,80129,Substantiated (Command Discipline),,02/28/2003,No,,,,,,
200106915,51049,Substantiated (Charges),,03/28/2003,No,,,,,,Instructions
200106932,47246,Substantiated (Charges),,07/28/2003,No,,,,,,
200106953,29939,Substantiated (Charges),,04/28/2003,No,,,,,,Vacation: 30 days
200106976,2718,Substantiated (Command Discipline),,03/28/2003,No,,,,,,Command Discipline - A
200107044,35187,Substantiated (Command Discipline),,03/28/2003,No,,,,,,Command Discipline - A
200107065,30769,Substantiated (Command Discipline),,09/28/2003,No,,,,,,Vacation: 5 days
200107210,65051,Substantiated (Instructions),,,No,,,,,,
200107299,4609,Substantiated (Charges),,11/28/2003,No,,,,,,No penalty
200107300,80494,Substantiated (Charges),,01/28/2003,No,,,,,,Command Discipline - B
200107300,86951,Substantiated (Charges),,03/28/2003,No,,,,,,Command Discipline - A
200107308,67993,Substantiated (Charges),,,No,,,,,,
200107353,80783,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200107378,70721,Substantiated (Charges),,03/28/2003,No,,,,,,
200107433,3353,Substantiated (Charges),,05/28/2003,No,,,,,,Vacation: 10 days
200107433,35264,Substantiated (Charges),,05/28/2003,No,,,,,,Vacation: 10 days
200107511,13214,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200107541,10431,Substantiated (Command Discipline),,04/28/2003,No,,,,,,Command Discipline - A
200107580,87158,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200107653,46796,Substantiated (Charges),,01/28/2003,No,,,,,,Command Discipline - B
200107666,66804,Substantiated (Charges),,04/28/2003,No,,,,,,Command Discipline - A
200107711,80915,Substantiated (Charges),,02/28/2003,No,,,,,,Instructions
200107725,78081,Substantiated (Charges),,06/28/2004,No,,,,,,No penalty
200107811,6208,Substantiated (Command Discipline),,08/28/2003,No,,,,,,
200107850,45242,Substantiated (Charges),,04/28/2004,No,,,,,,Vacation: 5 days
200107850,60942,Substantiated (Charges),,05/28/2003,No,,,,,,Command Discipline - B
200107852,16114,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200107856,14988,Substantiated (Charges),,03/28/2003,No,,,,,,Vacation: 20 days
200107869,689,Substantiated (Charges),,02/28/2004,No,,,,,,Vacation: 10 days
200107869,34733,Substantiated (Charges),,05/28/2003,No,,,,,,Suspension: 60 days
200107958,40738,Substantiated (Charges),,06/28/2004,No,,,,,,Vacation: 10 days / Suspension: 15 days
200107969,21265,Substantiated (Charges),,05/28/2003,No,,,,,,Command Discipline - A
200107969,59903,Substantiated (Charges),,05/28/2003,No,,,,,,Command Discipline - A
200108001,27769,Substantiated (Charges),,04/28/2003,No,,,,,,Command Discipline - A
200108012,47246,Substantiated (Charges),,10/28/2003,No,,,,,,
200108017,80965,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - B
200108038,60711,Substantiated (Command Discipline),,03/28/2003,No,,,,,,
200108038,60717,Substantiated (Command Discipline),,11/28/2004,No,,,,,,
200108038,61306,Substantiated (Command Discipline),,07/28/2004,No,,,,,,
200108057,27769,Substantiated (Charges),,04/28/2003,No,,,,,,Command Discipline - A
200108057,68711,Substantiated (Charges),,04/28/2003,No,,,,,,Command Discipline - A
200108062,29459,Substantiated (Command Discipline),,09/28/2003,No,,,,,,
200108066,60133,Substantiated (Charges),,11/28/2003,No,,,,,,No penalty
200108066,60158,Substantiated (Charges),,11/28/2003,No,,,,,,No penalty
200108066,61133,Substantiated (Charges),,11/28/2003,No,,,,,,No penalty
200108074,85514,Substantiated (Instructions),,,No,,,,,,
200108096,33165,Substantiated (Charges),,03/28/2004,No,,,,,,Vacation: 5 days
200108096,64798,Substantiated (Charges),,03/28/2004,No,,,,,,Vacation: 5 days
200108138,21087,Substantiated (Charges),,05/28/2003,No,,,,,,
200108172,24458,Substantiated (Charges),,08/28/2003,No,,,,,,Vacation: 30 days
200108191,27454,Substantiated (Charges),,12/28/2003,No,,,,,,Vacation: 5 days
200108240,39376,Substantiated (Charges),,03/28/2004,No,,,,,,No penalty
200108240,43279,Substantiated (Charges),,03/28/2004,No,,,,,,No penalty
200108274,3182,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200108274,20266,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200108285,79141,Substantiated (Command Discipline),,03/28/2003,No,,,,,,Instructions
200108292,11372,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - A
200108292,13147,Substantiated (Charges),,10/28/2004,No,,,,,,
200108295,10611,Substantiated (Charges),,02/28/2003,No,,,,,,Command Discipline - A
200108309,40207,Substantiated (Instructions),,05/28/2003,No,,,,,,Instructions
200108311,7613,Substantiated (Charges),,04/28/2004,No,,,,,,No penalty
200108311,31945,Substantiated (Charges),,04/28/2004,No,,,,,,No penalty
200200019,43648,Substantiated (Charges),,01/28/2003,No,,,,,,
200200036,31537,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200200036,40334,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200200060,18823,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200061,14052,Substantiated (Instructions),,03/28/2003,No,,,,,,Instructions
200200095,19789,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200143,8742,Substantiated (Charges),,09/28/2004,No,,,,,,
200200147,16683,Substantiated (Charges),,08/28/2004,No,,,,,,No penalty
200200152,59649,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200161,877,Substantiated (Command Discipline),,04/28/2004,No,,,,,,Command Discipline - B
200200186,30614,Substantiated (Charges),,12/28/2003,No,,,,,,No penalty
200200186,30668,Substantiated (Command Discipline),,06/28/2003,No,,,,,,Command Discipline - A
200200187,45792,Substantiated (Charges),,09/28/2004,No,,,,,,Vacation: 20 days
200200191,81816,Substantiated (Instructions),,06/28/2003,No,,,,,,Command Discipline - A
200200218,68847,Substantiated (Charges),,10/28/2003,No,,,,,,Vacation: 10 days
200200227,47819,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200200227,77349,Substantiated (Charges),,08/28/2003,No,,,,,,Vacation: 45 days / Probation:
200200259,7480,Substantiated (Charges),,10/28/2003,No,,,,,,
200200289,16803,Substantiated (Instructions),,02/28/2003,No,,,,,,Instructions
200200292,33877,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200200417,61233,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200420,43332,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200200450,9374,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200450,45252,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200200468,32245,Substantiated (Command Discipline),,02/28/2003,No,,,,,,Command Discipline - B
200200468,43659,Substantiated (Command Discipline),,02/28/2003,No,,,,,,
200200498,28226,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200200515,7879,Substantiated (Charges),,07/28/2003,No,,,,,,Instructions
200200523,11055,Substantiated (Charges),,03/28/2003,No,,,,,,
200200694,87376,Substantiated (Charges),,02/28/2003,No,,,,,,
200200704,12283,Substantiated (Charges),,10/28/2004,No,,,,,,No penalty
200200717,34106,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200200717,40928,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200200719,40536,Substantiated (Charges),,06/28/2004,No,,,,,,Vacation: 20 days
200200719,44937,Substantiated (Charges),,06/28/2004,No,,,,,,No penalty
200200777,41458,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200200777,65061,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200200777,75321,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200200822,73585,Substantiated (Command Discipline),,01/28/2003,No,,,,,,
200200894,60571,Substantiated (Charges),,05/28/2003,No,,,,,,
200200981,14739,Substantiated (Instructions),,05/28/2003,No,,,,,,Command Discipline - A
200201058,44099,Substantiated (Charges),,08/28/2003,No,,,,,,Instructions
200201058,73804,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - A
200201107,11565,Substantiated (Charges),,02/28/2004,No,,,,,,
200201167,60185,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200201229,20691,Substantiated (Charges),,02/28/2004,No,,,,,,Retired
200201229,24680,Substantiated (Charges),,09/28/2004,No,,,,,,
200201229,44506,Substantiated (Charges),,09/28/2004,No,,,,,,
200201229,46232,Substantiated (Charges),,09/28/2004,No,,,,,,
200201259,5399,Substantiated (Charges),,01/28/2004,No,,,,,,Vacation: 15 days
200201355,10919,Substantiated (Charges),,10/28/2003,No,,,,,,
200201390,30559,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200201429,86327,Substantiated (Charges),,09/28/2004,No,,,,,,
200201450,86364,Substantiated (Charges),,01/28/2003,No,,,,,,Command Discipline - B
200201465,60456,Substantiated (Charges),,12/28/2003,No,,,,,,
200201465,61268,Substantiated (Charges),,06/28/2003,No,,,,,,Retired
200201498,12532,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200201498,39626,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200201502,23410,Substantiated (Charges),,06/28/2004,No,,,,,,Vacation: 5 days
200201502,65655,Substantiated (Charges),,02/28/2004,No,,,,,,
200201503,42396,Substantiated (Charges),,03/28/2004,No,,,,,,Vacation: 15 days
200201503,43793,Substantiated (Charges),,03/28/2004,No,,,,,,Vacation: 7 days
200201503,46235,Substantiated (Charges),,03/28/2004,No,,,,,,Vacation: 7 days
200201507,66984,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - A
200201515,53490,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200201515,77349,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200201522,80598,Substantiated (Charges),,07/28/2004,No,,,,,,Suspension: 30 days / Probation: 360 days
200201529,40524,Substantiated (Charges),,11/28/2004,No,,,,,,
200201529,78948,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
200201530,12223,Substantiated (Charges),,04/28/2003,No,,,,,,
200201639,40524,Substantiated (Command Discipline),,09/28/2004,No,,,,,,
200201651,37517,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - A
200201658,40536,Substantiated (Charges),,06/28/2004,No,,,,,,No penalty
200201658,44937,Substantiated (Charges),,06/28/2004,No,,,,,,No penalty
200201702,40536,Substantiated (Charges),,06/28/2004,No,,,,,,Vacation: 20 days
200201750,65679,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200201865,4598,Substantiated (Charges),,08/28/2003,No,,,,,,
200201865,80353,Substantiated (Charges),,08/28/2003,No,,,,,,
200201868,47748,Substantiated (Command Discipline),,08/28/2003,No,,,,,,Instructions
200201894,16348,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - B
200202002,51179,Substantiated (Charges),,09/28/2004,No,,,,,,
200202002,78948,Substantiated (Charges),,09/28/2004,No,,,,,,
200202002,86704,Substantiated (Charges),,09/28/2004,No,,,,,,
200202045,40871,Substantiated (Charges),,08/28/2004,No,,,,,,No penalty
200202045,43009,Substantiated (Charges),,08/28/2004,No,,,,,,No penalty
200202047,34408,Substantiated (Command Discipline),,03/28/2003,No,,,,,,Command Discipline - B
200202095,34706,Substantiated (Charges),,03/28/2003,No,,,,,,
200202101,42407,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200202104,86031,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200202112,34503,Substantiated (Charges),,12/28/2003,No,,,,,,Vacation: 10 days
200202125,10118,Substantiated (Charges),,08/28/2004,No,,,,,,Instructions
200202125,78308,Substantiated (Charges),,08/28/2004,No,,,,,,Instructions
200202135,17956,Substantiated (Charges),,07/28/2004,No,,,,,,
200202135,64941,Substantiated (Charges),,09/28/2003,No,,,,,,No penalty
200202158,11545,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200202158,40748,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200202175,12973,Substantiated (Charges),,05/28/2005,No,,,,,,Resigned
200202175,20620,Substantiated (Charges),,06/28/2005,No,,,,,,
200202225,12053,Substantiated (Instructions),,09/28/2003,No,,,,,,Instructions
200202259,43905,Substantiated (Charges),,06/28/2003,No,,,,,,Instructions
200202279,78338,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - B
200202330,86853,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200202365,17667,Substantiated (Charges),,03/28/2004,No,,,,,,Terminated
200202376,55000,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200202526,12539,Substantiated (Charges),,09/28/2003,No,,,,,,Retired
200202561,27861,Substantiated (Charges),,06/28/2003,No,,,,,,
200202566,50237,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
200202575,11425,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200202575,39582,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200202575,65263,Substantiated (Charges),,07/28/2003,No,,,,,,Command Discipline - A
200202588,60323,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200202588,60566,Substantiated (Charges),,01/28/2004,No,,,,,,Retired
200202847,46909,Substantiated (Command Discipline),,07/28/2004,No,,,,,,No penalty
200202855,69986,Substantiated (Charges),,08/28/2003,No,,,,,,Command Discipline - B
200202896,4609,Substantiated (Instructions),,11/28/2003,No,,,,,,
200202896,25869,Substantiated (Instructions),,08/28/2003,No,,,,,,Command Discipline - B
200202912,51179,Substantiated (Charges),,09/28/2004,No,,,,,,Instructions
200202915,21699,Substantiated (Charges),,10/28/2003,No,,,,,,Command Discipline - B
200202967,45072,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
200202972,42887,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200202972,52304,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200202976,5638,Substantiated (Command Discipline),,05/28/2004,No,,,,,,Vacation: 5 days
200202998,34712,Substantiated (Command Discipline),,05/28/2004,No,,,,,,No penalty
200203078,39193,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
200203099,12746,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200203112,20691,Substantiated (Charges),,02/28/2004,No,,,,,,Retired
200203112,59154,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
200203144,68174,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
200203148,59151,Substantiated (Charges),,10/28/2004,No,,,,,,No penalty
200203149,86163,Substantiated (Charges),,06/28/2003,No,,,,,,Command Discipline - B
200203164,29968,Substantiated (Charges),,10/28/2003,No,,,,,,
200203181,53364,Substantiated (Charges),,05/28/2003,No,,,,,,Instructions
200203240,60086,Substantiated (Charges),,07/28/2004,No,,,,,,Vacation: 7 days
200203240,60139,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200203242,1185,Substantiated (Command Discipline),,11/28/2003,No,,,,,,Command Discipline - A
200203275,43291,Substantiated (Charges),,10/28/2003,No,,,,,,Command Discipline - A
200203285,16202,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - B
200203294,41020,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
200203307,24458,Substantiated (Charges),,08/28/2003,No,,,,,,Vacation: 30 days
200203320,55549,Substantiated (Charges),,09/28/2004,No,,,,,,
200203373,16962,Substantiated (Charges),,09/28/2003,No,,,,,,Vacation: 10 days
200203431,25956,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200203437,61237,Substantiated (Charges),,02/28/2004,No,,,,,,Retired
200203460,58334,Substantiated (Command Discipline),,09/28/2003,No,,,,,,Command Discipline - B
200203576,12110,Substantiated (Charges),,04/28/2004,No,,,,,,No penalty
200203584,54781,Substantiated (Charges),,10/28/2003,No,,,,,,Command Discipline - A
200203623,20691,Substantiated (Charges),,02/28/2004,No,,,,,,Retired
200203623,34997,Substantiated (Charges),,11/28/2003,No,,,,,,Command Discipline - A
200203730,47842,Substantiated (Charges),,09/28/2003,No,,,,,,Instructions
200203731,40578,Substantiated (Charges),,07/28/2004,No,,,,,,Vacation: 5 days
200203731,70739,Substantiated (Charges),,07/28/2004,No,,,,,,Vacation: 10 days
200203732,43717,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
200203751,86475,Substantiated (Command Discipline),,10/28/2003,No,,,,,,Command Discipline - B
200203778,48651,Substantiated (Charges),,11/28/2004,No,,,,,,No penalty
200203793,80529,Substantiated (Charges),,10/28/2003,No,,,,,,
200203804,38107,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200203859,741,Substantiated (Charges),,09/28/2003,No,,,,,,Command Discipline - A
200203873,15384,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200203874,7439,Substantiated (Charges),,11/28/2004,No,,,,,,Vacation: 20 days
200203903,41753,Substantiated (Charges),,04/28/2004,No,,,,,,Command Discipline - B
200203904,41120,Substantiated (Charges),,07/28/2004,No,,,,,,No penalty
200203904,42199,Substantiated (Charges),,02/28/2005,No,,,,,,No penalty
200203907,73093,Substantiated (Charges),,04/28/2004,No,,,,,,Vacation: 10 days
200203968,10295,Substantiated (Charges),,10/28/2003,No,,,,,,Command Discipline - B
200203972,70050,Substantiated (Charges),,11/28/2003,No,,,,,,Command Discipline - A
200203997,9000,Substantiated (Instructions),,09/28/2003,No,,,,,,Command Discipline - A
200204038,43815,Substantiated (Charges),,10/28/2004,No,,,,,,No penalty
200204045,20381,Substantiated (Charges),,10/28/2004,No,,,,,,No penalty
200204076,22231,Substantiated (Charges),,11/28/2003,No,,,,,,Command Discipline - A
200204076,28615,Substantiated (Charges),,11/28/2003,No,,,,,,Command Discipline - A
200204076,28625,Substantiated (Charges),,10/28/2003,No,,,,,,Command Discipline - A
200204115,5638,Substantiated (Charges),,05/28/2004,No,,,,,,No penalty
200204146,60086,Substantiated (Charges),,07/28/2004,No,,,,,,Vacation: 7 days
200204243,11614,Substantiated (Charges),,10/28/2003,No,,,,,,Instructions
